id,name_ja,name_en,type_primary,type_secondary,color,shape,genus_ja,rarity,type_1,type_2,motif_1,motif_2,motif_3,motif_4,texture_1,texture_2,texture_3,texture_4,texture_5,expression_1,expression_2,decoration_1,decoration_2,decoration_3,atmosphere_1,atmosphere_2,atmosphere_3
984,イダイナキバ,great-tusk,じめん,かくとう,purple,quadruped,,通常,じめん,かくとう,いわ・つち・こうぶつ,けもの・じゅう,ひとがた,,ごつごつ・かたい,,,,,りりしい・するどい,ものしずか・クール,よつあしのすがた,とげ・こうぶつ結晶,,ミステリアス,,
985,サケブシッポ,scream-tail,フェアリー,エスパー,pink,upright,,通常,フェアリー,エスパー,エスパー・ふしぎ,フェアリー・せいれい,,,標準・なめらか,,,,,にこにこ・あどけない,ものしずか・クール,ちょくりつのすがた,ほうせき・かがやき,,かわいい,ミステリアス,
986,アラブルタケ,brute-bonnet,くさ,あく,gray,quadruped,,通常,くさ,あく,しょくぶつ,あく・やみ,,,はっぱ・しょくぶつ質,,,,,りりしい・するどい,おだやか・やさしい,よつあしのすがた,はっぱ・はな,もや・かげ,かっこいい,ミステリアス,おっとり
987,ハバタクカミ,flutter-mane,ゴースト,フェアリー,gray,wings,,通常,ゴースト,フェアリー,ゴースト・れいたい,フェアリー・せいれい,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,にこにこ・あどけない,ものしずか・クール,つばさ・はね,ほうせき・かがやき,もや・かげ,かわいい,ミステリアス,
988,チヲハウハネ,slither-wing,むし,かくとう,red,quadruped,,通常,むし,かくとう,むし,けもの・じゅう,ひとがた,,こうかく・つや甲羅,,,,,りりしい・するどい,,よつあしのすがた,,,ナチュラル,,
989,スナノケガワ,sandy-shocks,でんき,じめん,gray,quadruped,,通常,でんき,じめん,でんき,いわ・つち・こうぶつ,けもの・じゅう,,ごつごつ・かたい,おび電・スパーク,,,,ふつう・ナチュラル,,よつあしのすがた,でんきの模様・ギザギザ,とげ・こうぶつ結晶,ナチュラル,,
990,テツノワダチ,iron-treads,じめん,はがね,gray,quadruped,,通常,じめん,はがね,いわ・つち・こうぶつ,きんぞく・メカ,けもの・じゅう,,ごつごつ・かたい,きんぞく・メタリック,,,,ふつう・ナチュラル,,よつあしのすがた,とげ・こうぶつ結晶,,かっこいい,,
991,テツノツツミ,iron-bundle,こおり,みず,red,upright,,通常,こおり,みず,みず・うみ,こおり・ゆき,,,つるつる・なめらか,みずみずしい・うるおい,こおり・つめたい,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,みずのしぶき,こおりのけっしょう,かっこいい,,
992,テツノカイナ,iron-hands,かくとう,でんき,gray,humanoid,,通常,かくとう,でんき,でんき,ひとがた,,,おび電・スパーク,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,でんきの模様・ギザギザ,,ゆうかん,,
993,テツノコウベ,iron-jugulis,あく,ひこう,blue,upright,,通常,あく,ひこう,あく・やみ,,,,標準・なめらか,,,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,つばさ・はね,もや・かげ,かっこいい,ミステリアス,
994,テツノドクガ,iron-moth,ほのお,どく,yellow,bug-wings,,通常,ほのお,どく,ほのお・マグマ,むし,どく,,こうかく・つや甲羅,ねばねば・ぷにぷに,ほのお・ねっき,,,にこにこ・あどけない,とぼけた・ユニーク,むしのはね,ほのおのかざり,とげ・ぶくぶく,かわいい,,
995,テツノイバラ,iron-thorns,いわ,でんき,green,upright,,通常,いわ,でんき,でんき,いわ・つち・こうぶつ,,,ごつごつ・かたい,おび電・スパーク,,,,ふつう・ナチュラル,,ちょくりつのすがた,でんきの模様・ギザギザ,とげ・こうぶつ結晶,おっとり,,
996,セビエ,frigibax,ドラゴン,こおり,gray,upright,,通常,ドラゴン,こおり,こおり・ゆき,は虫類・ドラゴン,,,つるつる・なめらか,うろこ,こおり・つめたい,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,こおりのけっしょう,つの・うろこ模様,かっこいい,,
997,セゴール,arctibax,ドラゴン,こおり,gray,upright,,通常,ドラゴン,こおり,こおり・ゆき,は虫類・ドラゴン,,,つるつる・なめらか,うろこ,こおり・つめたい,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,こおりのけっしょう,つの・うろこ模様,かっこいい,,
998,セグレイブ,baxcalibur,ドラゴン,こおり,gray,upright,,通常,ドラゴン,こおり,こおり・ゆき,は虫類・ドラゴン,,,つるつる・なめらか,うろこ,こおり・つめたい,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,こおりのけっしょう,つの・うろこ模様,かっこいい,,
999,コレクレー,gimmighoul,ゴースト,,brown,blob,,通常,ゴースト,,ゴースト・れいたい,スライム・ぶよぶよ,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,もや・かげ,,ミステリアス,,
1000,サーフゴー,gholdengo,はがね,ゴースト,yellow,humanoid,,通常,はがね,ゴースト,きんぞく・メカ,ひとがた,ゴースト・れいたい,,きんぞく・メタリック,ねばねば・ぷにぷに,もや・はんとうめい,,,にこにこ・あどけない,ものしずか・クール,てあし・とくちょうてきなかお,もや・かげ,とげ・こうぶつ結晶,かわいい,かっこいい,ミステリアス
1001,チオンジェン,wo-chien,あく,くさ,brown,squiggle,,伝説,あく,くさ,しょくぶつ,あく・やみ,スライム・ぶよぶよ,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,,,,どうどう・威厳,りりしい・するどい,ほそながい,はっぱ・はな,もや・かげ,そうごん・でんせつ,かっこいい,ミステリアス
1002,パオジアン,chien-pao,あく,こおり,white,quadruped,,伝説,あく,こおり,こおり・ゆき,あく・やみ,,,つるつる・なめらか,こおり・つめたい,,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,こおりのけっしょう,もや・かげ,そうごん・でんせつ,かっこいい,ミステリアス
1003,ディンルー,ting-lu,あく,じめん,brown,quadruped,,伝説,あく,じめん,いわ・つち・こうぶつ,けもの・じゅう,あく・やみ,,ごつごつ・かたい,,,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,もや・かげ,とげ・こうぶつ結晶,そうごん・でんせつ,かっこいい,ミステリアス
1004,イーユイ,chi-yu,あく,ほのお,red,fish,,伝説,あく,ほのお,ほのお・マグマ,みず・うみ,あく・やみ,,つるつる・なめらか,ほのお・ねっき,,,,どうどう・威厳,りりしい・するどい,ひれ,ほのおのかざり,もや・かげ,そうごん・でんせつ,かっこいい,ミステリアス
1005,トドロクツキ,roaring-moon,ドラゴン,あく,green,quadruped,,通常,ドラゴン,あく,は虫類・ドラゴン,あく・やみ,,,うろこ,,,,,りりしい・するどい,,よつあしのすがた,もや・かげ,つの・うろこ模様,かっこいい,ミステリアス,おっとり
1006,テツノブジン,iron-valiant,フェアリー,かくとう,white,humanoid,,通常,フェアリー,かくとう,ひとがた,フェアリー・せいれい,,,標準・なめらか,,,,,りりしい・するどい,にこにこ・あどけない,てあし・とくちょうてきなかお,ほうせき・かがやき,,かわいい,ゆうかん,
1007,コライドン,koraidon,かくとう,ドラゴン,red,upright,,伝説,かくとう,ドラゴン,は虫類・ドラゴン,ひとがた,,,うろこ,,,,,どうどう・威厳,りりしい・するどい,ちょくりつのすがた,つの・うろこ模様,,そうごん・でんせつ,かっこいい,ゆうかん
1008,ミライドン,miraidon,でんき,ドラゴン,blue,quadruped,,伝説,でんき,ドラゴン,でんき,は虫類・ドラゴン,,,うろこ,おび電・スパーク,,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,でんきの模様・ギザギザ,つの・うろこ模様,そうごん・でんせつ,かっこいい,
1009,ウネルミナモ,walking-wake,みず,ドラゴン,blue,upright,,通常,みず,ドラゴン,みず・うみ,は虫類・ドラゴン,,,つるつる・なめらか,うろこ,みずみずしい・うるおい,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,みずのしぶき,つの・うろこ模様,かっこいい,,
1010,テツノイサハ,iron-leaves,くさ,エスパー,green,quadruped,,通常,くさ,エスパー,しょくぶつ,エスパー・ふしぎ,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,ものしずか・クール,よつあしのすがた,はっぱ・はな,ほうせき・かがやき,ミステリアス,おっとり,
1011,カミッチュ,dipplin,くさ,ドラゴン,green,heads,,通常,くさ,ドラゴン,しょくぶつ,は虫類・ドラゴン,,,うろこ,はっぱ・しょくぶつ質,,,,りりしい・するどい,,ふくすうのあたま,はっぱ・はな,つの・うろこ模様,かっこいい,おっとり,
1012,チャデス,poltchageist,くさ,ゴースト,green,ball,,通常,くさ,ゴースト,しょくぶつ,ゴースト・れいたい,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,はっぱ・はな,もや・かげ,かわいい,ミステリアス,おっとり
1013,ヤバソチャ,sinistcha,くさ,ゴースト,green,ball,,通常,くさ,ゴースト,しょくぶつ,ゴースト・れいたい,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,はっぱ・はな,もや・かげ,かわいい,ミステリアス,おっとり
1014,イイネイヌ,okidogi,どく,かくとう,black,upright,,伝説,どく,かくとう,ひとがた,どく,,,ねばねば・ぷにぷに,,,,,どうどう・威厳,りりしい・するどい,ちょくりつのすがた,とげ・ぶくぶく,,そうごん・でんせつ,かっこいい,ゆうかん
1015,マシマシラ,munkidori,どく,エスパー,black,humanoid,,伝説,どく,エスパー,ひとがた,どく,エスパー・ふしぎ,,ねばねば・ぷにぷに,,,,,どうどう・威厳,ものしずか・クール,てあし・とくちょうてきなかお,ほうせき・かがやき,とげ・ぶくぶく,そうごん・でんせつ,かっこいい,ミステリアス
1016,キチキギス,fezandipiti,どく,フェアリー,black,wings,,伝説,どく,フェアリー,どく,フェアリー・せいれい,,,ねばねば・ぷにぷに,,,,,どうどう・威厳,にこにこ・あどけない,つばさ・はね,ほうせき・かがやき,とげ・ぶくぶく,そうごん・でんせつ,かわいい,
1017,オーガポン,ogerpon,くさ,,green,humanoid,,伝説,くさ,,しょくぶつ,ひとがた,,,はっぱ・しょくぶつ質,,,,,どうどう・威厳,,てあし・とくちょうてきなかお,はっぱ・はな,,そうごん・でんせつ,おっとり,
1018,ブリジュラス,archaludon,はがね,ドラゴン,white,upright,ごうきんポケモン,通常,はがね,ドラゴン,きんぞく・メカ,は虫類・ドラゴン,,,きんぞく・メタリック,うろこ,,,,りりしい・するどい,,ちょくりつのすがた,とげ・こうぶつ結晶,つの・うろこ模様,かっこいい,,
1019,カミツオロチ,hydrapple,くさ,ドラゴン,green,heads,りんごオロチポケモン,通常,くさ,ドラゴン,しょくぶつ,は虫類・ドラゴン,,,うろこ,はっぱ・しょくぶつ質,,,,りりしい・するどい,,ふくすうのあたま,はっぱ・はな,つの・うろこ模様,かっこいい,おっとり,
1020,ウガツホムラ,gouging-fire,ほのお,ドラゴン,brown,quadruped,パラドックスポケモン,通常,ほのお,ドラゴン,ほのお・マグマ,は虫類・ドラゴン,,,うろこ,ほのお・ねっき,,,,りりしい・するどい,,よつあしのすがた,ほのおのかざり,つの・うろこ模様,かっこいい,,
1021,タケルライコ,raging-bolt,でんき,ドラゴン,yellow,quadruped,パラドックスポケモン,通常,でんき,ドラゴン,でんき,は虫類・ドラゴン,,,うろこ,おび電・スパーク,,,,りりしい・するどい,にこにこ・あどけない,よつあしのすがた,でんきの模様・ギザギザ,つの・うろこ模様,かわいい,かっこいい,
1022,テツノイワオ,iron-boulder,いわ,エスパー,gray,quadruped,パラドックスポケモン,通常,いわ,エスパー,いわ・つち・こうぶつ,エスパー・ふしぎ,,,ごつごつ・かたい,,,,,ものしずか・クール,,よつあしのすがた,ほうせき・かがやき,とげ・こうぶつ結晶,ミステリアス,,
1023,テツノカシラ,iron-crown,はがね,エスパー,blue,quadruped,パラドックスポケモン,通常,はがね,エスパー,きんぞく・メカ,エスパー・ふしぎ,,,きんぞく・メタリック,,,,,ものしずか・クール,,よつあしのすがた,ほうせき・かがやき,とげ・こうぶつ結晶,かっこいい,ミステリアス,
1024,テラパゴス,terapagos,ノーマル,,blue,quadruped,テラスタルポケモン,伝説,ノーマル,,けもの・じゅう,,,,もこもこ・ふわふわ,,,,,どうどう・威厳,おだやか・やさしい,よつあしのすがた,,,そうごん・でんせつ,おっとり,
